gene,ensembl,name,biotype,axis_membership,off_axis,novelty_tier,condition_class,best_condition,sel_confidence,evidence_tier,ad_decision_tier,best_modality,tractability,tract_sm,tract_ab,tract_pr,n_existing_drugs,max_clinical_stage,kd_mimicking_drug,example_drugs,ad_genetic,ad_overall,Tcell_log2FC_les_vs_healthy,Tcell_frac_expr_Lesional,ad_upreg_call_Tcell,AllCells_log2FC_les_vs_healthy,AllCells_frac_expr_Lesional,ad_upreg_call_AllCells,c_tractability,c_patient_upreg,c_ad_genetic,c_sel_conf,c_drug_precedent,c_offaxis,c_safety_penalty,ad_target_score
ZNF226,ENSG00000167380,zinc finger protein 226,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.464,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.464,0.0,1.0,0.0,0.1942
ZNF239,ENSG00000196793,zinc finger protein 239,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.464,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.464,0.0,1.0,0.0,0.1942
TCEANC,ENSG00000176896,transcription elongation factor A N-terminal and central domain containing,protein_coding,off_axis,True,N,activation-gated,Stim8hr,0.463,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.463,0.0,1.0,0.0,0.1941
DUSP19,ENSG00000162999,dual specificity phosphatase 19,protein_coding,off_axis,True,N,rest-restricted,Rest,0.463,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.463,0.0,1.0,0.0,0.1941
REXO5,ENSG00000005189,RNA exonuclease 5,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.461,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.461,0.0,1.0,0.0,0.1938
TAL2,ENSG00000186051,TAL bHLH transcription factor 2,protein_coding,off_axis,True,N,early-kinetic,Rest,0.461,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.461,0.0,1.0,0.0,0.1938
HOXB1,ENSG00000120094,homeobox B1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.46,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.46,0.0,1.0,0.0,0.1936
ROGDI,ENSG00000067836,rogdi atypical leucine zipper,protein_coding,off_axis,True,N,rest-restricted,Rest,0.46,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.46,0.0,1.0,0.0,0.1936
TAF1D,ENSG00000166012,"TATA-box binding protein associated factor, RNA polymerase I subunit D",protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.46,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.46,0.0,1.0,0.0,0.1936
STRADB,ENSG00000082146,STE20 related adaptor beta,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.459,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.459,0.0,1.0,0.0,0.1934
PRRX2,ENSG00000167157,paired related homeobox 2,protein_coding,off_axis,True,N,rest-restricted,Rest,0.457,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.457,0.0,1.0,0.0,0.1931
KLHDC1,ENSG00000197776,kelch domain containing 1,protein_coding,off_axis,True,N,activation-gated,Stim48hr,0.456,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.456,0.0,1.0,0.0,0.193
HOXD1,ENSG00000128645,homeobox D1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.455,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.455,0.0,1.0,0.0,0.1928
ONECUT3,ENSG00000205922,one cut homeobox 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.455,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.455,0.0,1.0,0.0,0.1928
EEF1B2,ENSG00000114942,eukaryotic translation elongation factor 1 beta 2,protein_coding,off_axis,True,N,rest-restricted,Rest,0.455,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.455,0.0,1.0,0.0,0.1928
RPUSD4,ENSG00000165526,RNA pseudouridine synthase D4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.454,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.454,0.0,1.0,0.0,0.1926
ZFP92,ENSG00000189420,ZFP92 zinc finger protein,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.454,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.454,0.0,1.0,0.0,0.1926
ZNF419,ENSG00000105136,zinc finger protein 419,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.454,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.454,0.0,1.0,0.0,0.1926
ZNF611,ENSG00000213020,zinc finger protein 611,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.453,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.453,0.0,1.0,0.0,0.1925
HOXA1,ENSG00000105991,homeobox A1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.452,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.452,0.0,1.0,0.0,0.1923
SAXO5,ENSG00000198723,stabilizer of axonemal microtubules 5,protein_coding,off_axis,True,N,rest-restricted,Rest,0.615,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.615,0.0,1.0,0.3,0.1922
TNFSF12-TNFSF13,ENSG00000248871,TNFSF12-TNFSF13 readthrough,protein_coding,off_axis,True,N,rest-restricted,Rest,0.45,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.45,0.0,1.0,0.0,0.192
TNS3,ENSG00000136205,tensin 3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.449,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.449,0.0,1.0,0.0,0.1918
PROSER1,ENSG00000120685,proline and serine rich 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.449,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.449,0.0,1.0,0.0,0.1918
OSGEP,ENSG00000092094,O-sialoglycoprotein endopeptidase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.448,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.448,0.0,1.0,0.0,0.1917
ITPKC,ENSG00000086544,inositol-trisphosphate 3-kinase C,protein_coding,off_axis,True,N,rest-restricted,Rest,0.447,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.447,0.0,1.0,0.0,0.1915
TBC1D16,ENSG00000167291,TBC1 domain family member 16,protein_coding,off_axis,True,N,rest-restricted,Rest,0.446,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.446,0.0,1.0,0.0,0.1914
SIM1,ENSG00000112246,SIM bHLH transcription factor 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.444,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.444,0.0,1.0,0.0,0.191
CFAP96,ENSG00000205129,cilia and flagella associated protein 96,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.443,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.443,0.0,1.0,0.0,0.1909
LARP4B,ENSG00000107929,La ribonucleoprotein 4B,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.605,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.605,0.0,1.0,0.3,0.1908
HNRNPA1L2,ENSG00000139675,heterogeneous nuclear ribonucleoprotein A1 like 2,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.441,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.441,0.0,1.0,0.0,0.1906
FAM98C,ENSG00000130244,tRNA splicing ligase complex subunit 3C,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.602,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.602,0.0,1.0,0.3,0.1904
MAP1LC3B2,ENSG00000258102,microtubule associated protein 1 light chain 3 beta 2,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.439,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.439,0.0,1.0,0.0,0.1902
GTF2H2C,ENSG00000183474,GTF2H2 family member C,protein_coding,off_axis,True,N,constitutive,Stim8hr,0.437,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.437,0.0,1.0,0.0,0.1899
PCNT,ENSG00000160299,pericentrin,protein_coding,off_axis,True,N,rest-restricted,Rest,0.437,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0377710611487765,,,,,,,0.0,0.0,0.0,0.437,0.0,1.0,0.0,0.1899
ZNF536,ENSG00000198597,zinc finger protein 536,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.437,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.437,0.0,1.0,0.0,0.1899
PBXIP1,ENSG00000163346,PBX homeobox interacting protein 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.437,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.437,0.0,1.0,0.0,0.1899
NPAS3,ENSG00000151322,neuronal PAS domain protein 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.435,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.435,0.0,1.0,0.0,0.1896
CABIN1,ENSG00000099991,calcineurin binding protein 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.591,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.591,0.0,1.0,0.3,0.1888
EML3,ENSG00000149499,EMAP like 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.429,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.429,0.0,1.0,0.0,0.1886
ZNF765,ENSG00000196417,zinc finger protein 765,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.428,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.428,0.0,1.0,0.0,0.1885
MYOG,ENSG00000122180,myogenin,protein_coding,off_axis,True,N,rest-restricted,Rest,0.425,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.425,0.0,1.0,0.0,0.188
ZNF648,ENSG00000179930,zinc finger protein 648,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.419,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.419,0.0,1.0,0.0,0.187
BTBD19,ENSG00000222009,BTB domain containing 19,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.418,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.418,0.0,1.0,0.0,0.1869
EVX1,ENSG00000106038,even-skipped homeobox 1,protein_coding,off_axis,True,N,rest-restricted,Rest,0.417,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.417,0.0,1.0,0.0,0.1867
OLIG1,ENSG00000184221,oligodendrocyte transcription factor 1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.415,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.415,0.0,1.0,0.0,0.1864
CARNS1,ENSG00000172508,carnosine synthase 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.415,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.415,0.0,1.0,0.0,0.1864
NBPF26,ENSG00000273136,NBPF member 26,protein_coding,off_axis,True,N,rest-restricted,Rest,0.413,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.413,0.0,1.0,0.0,0.1861
GRAPL,ENSG00000189152,GRB2 related adaptor protein like,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.412,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.412,0.0,1.0,0.0,0.1859
FOXA3,ENSG00000170608,forkhead box A3,protein_coding,off_axis,True,N,rest-restricted,Rest,0.412,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.412,0.0,1.0,0.0,0.1859
ZNF532,ENSG00000074657,zinc finger protein 532,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.412,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.412,0.0,1.0,0.0,0.1859
C2orf15,ENSG00000273045,chromosome 2 open reading frame 15,protein_coding,off_axis,True,N,rest-restricted,Rest,0.411,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.411,0.0,1.0,0.0,0.1858
ZNF502,ENSG00000196653,zinc finger protein 502,protein_coding,off_axis,True,N,rest-restricted,Rest,0.408,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.408,0.0,1.0,0.0,0.1853
SOX14,ENSG00000168875,SRY-box transcription factor 14,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.407,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.407,0.0,1.0,0.0,0.1851
TTC38,ENSG00000075234,tetratricopeptide repeat domain 38,protein_coding,off_axis,True,N,rest-restricted,Rest,0.405,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.405,0.0,1.0,0.0,0.1848
CDCA7,ENSG00000144354,cell division cycle associated 7,protein_coding,off_axis,True,N,rest-restricted,Rest,0.562,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.562,0.0,1.0,0.3,0.1847
SOX12,ENSG00000177732,SRY-box transcription factor 12,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.403,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.403,0.0,1.0,0.0,0.1845
TFDP3,ENSG00000183434,transcription factor Dp family member 3,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.402,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.402,0.0,1.0,0.0,0.1843
ZNF705D,ENSG00000215343,zinc finger protein 705D,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.4,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.184
ADAT3,ENSG00000213638,adenosine deaminase tRNA specific 3,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.556,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.556,0.0,1.0,0.3,0.1839
DCAF4,ENSG00000119599,DDB1 and CUL4 associated factor 4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.555,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.555,0.0,1.0,0.3,0.1837
HEATR4,ENSG00000187105,HEAT repeat containing 4,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.397,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.397,0.0,1.0,0.0,0.1835
ZNF324B,ENSG00000249471,zinc finger protein 324B,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.391,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.391,0.0,1.0,0.0,0.1826
COP1,ENSG00000143207,COP1 E3 ubiquitin ligase,protein_coding,off_axis,True,N,rest-restricted,Rest,0.546,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.546,0.0,1.0,0.3,0.1825
HNRNPH1,ENSG00000169045,heterogeneous nuclear ribonucleoprotein H1,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.532,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.532,0.0,1.0,0.3,0.1805
DNAAF9,ENSG00000088854,dynein axonemal assembly factor 9,protein_coding,off_axis,True,N,rest-restricted,Rest,0.45,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.45,0.0,1.0,0.167,0.1792
BICDL1,ENSG00000135127,BICD family like cargo adaptor 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.522,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.522,0.0,1.0,0.3,0.1791
EXOG,ENSG00000157036,exo/endonuclease G,protein_coding,off_axis,True,N,late-kinetic,Stim48hr,0.52,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.52,0.0,1.0,0.3,0.1788
TIGD4,ENSG00000169989,tigger transposable element derived 4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.365,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.365,0.0,1.0,0.0,0.1784
ABITRAM,ENSG00000119328,actin binding transcription modulator,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.365,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.365,0.0,1.0,0.0,0.1784
KCTD20,ENSG00000112078,potassium channel tetramerization domain containing 20,protein_coding,off_axis,True,N,rest-restricted,Rest,0.517,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.517,0.0,1.0,0.3,0.1784
TXNDC9,ENSG00000115514,thioredoxin domain containing 9,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.499,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.499,0.0,1.0,0.3,0.1759
ZNF449,ENSG00000173275,zinc finger protein 449,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.313,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.313,0.0,1.0,0.0,0.1701
XRCC1,ENSG00000073050,X-ray repair cross complementing 1,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.5,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0285681121228444,,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.16
HES5,ENSG00000197921,hes family bHLH transcription factor 5,protein_coding,JAK_interactor,False,N,late-kinetic,Stim48hr,0.614,E: low-tractability,OnAxis (IL4R/STAT6 or interactor),none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.614,0.0,0.5,0.0,0.1582
GTF3C4,ENSG00000125484,general transcription factor IIIC subunit 4,protein_coding,off_axis,True,N,early-kinetic,Stim8hr,0.31,E: low-tractability,AD-5: other off-axis,none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0328793876825515,0.0199883923788352,,,,,,,0.0,0.0,0.0328793876825515,0.31,0.0,1.0,0.6,0.1329
NAB2,ENSG00000166886,NGFI-A binding protein 2,protein_coding,IL4R_STAT6_interactor,False,P,early-kinetic,Stim8hr,0.729,E: low-tractability,OnAxis (IL4R/STAT6 or interactor),none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0617911863612466,0.037564765209961,,,,,,,0.0,0.0,0.0617911863612466,0.729,0.0,0.0,0.3,0.1113
PIAS1,ENSG00000033800,protein inhibitor of activated STAT 1,protein_coding,IL4R_STAT6_interactor,False,N,early-kinetic,Stim8hr,0.428,E: low-tractability,OnAxis (IL4R/STAT6 or interactor),none,0.0,0.0,0.0,0.0,0,0.0,False,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.428,0.0,0.0,0.0,0.0685
